,source_sentence,gold,pred,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,source_sent_list,new_pred_sentences,new_src_sentence
5353,"The People 's Republic of China -LRB- PRC -RRB- , established in 1949 , commonly known as China , has control over mainland China and the largely self-governing territories of Hong Kong -LRB- since 1997 -RRB- and Macau -LRB- since 1999 -RRB- .",p 37 .,"The People 's Republic of China -LRB-governing PRC -RRB- , established in 1949 , commonly known as China , has control over mainland China and the largely self-governing territories of Hong Kong -LRB- since 1997 -RRB- and Macau -LRB- since 1999 -RRB- .",5353,0.959831595,0.0,-0.585923016,0.653460503,0.002046559,-7.484686375,"['The', 'People', ""'s"", 'Republic', 'of', 'China', '-LRB-', 'PRC', '-RRB-', ',', 'established', 'in', '1949', ',', 'commonly', 'known', 'as', 'China', ',', 'has', 'control', 'over', 'mainland', 'China', 'and', 'the', 'largely', 'self-governing', 'territories', 'of', 'Hong', 'Kong', '-LRB-', 'since', '1997', '-RRB-', 'and', 'Macau', '-LRB-', 'since', '1999', '-RRB-', '.']",The People s Republic of China LRB governing PRC RRB established in 1949 commonly known as China has control over mainland China and the largely self governing territories of Hong Kong LRB since 1997 RRB and Macau LRB since 1999 RRB,The People s Republic of China LRB PRC RRB established in 1949 commonly known as China has control over mainland China and the largely self governing territories of Hong Kong LRB since 1997 RRB and Macau LRB since 1999 RRB
5372,Throughout his lifetime Carver won six O. Henry Awards : the winning stories were '' Are These Actual Miles '' -LRB- originally titled '' What is it ? '' -RRB-,Throughout his lifetime Carver won six O. Henry Awards : the winning stories were : '' Are These Actual Miles '' -LRB- originally titled '' What is it ? '' -RRB-,Henry Awards : the winning stories were '' Are These Actual Miles '' -LRB- originally titled '' What is it ?,5372,0.668796449,0.997552752,-1.441966891,0.928857076,0.999911249,-0.756272435,"['Throughout', 'his', 'lifetime', 'Carver', 'won', 'six', 'O.', 'Henry', 'Awards', ':', 'the', 'winning', 'stories', 'were', ""''"", 'Are', 'These', 'Actual', 'Miles', ""''"", '-LRB-', 'originally', 'titled', ""''"", 'What', 'is', 'it', '?', ""''"", '-RRB-']",Henry Awards the winning stories were Are These Actual Miles LRB originally titled What is it,Throughout his lifetime Carver won six O Henry Awards the winning stories were Are These Actual Miles LRB originally titled What is it RRB
5379,"The districts of LOCATION@1 are LOCATION@2 , LOCATION@3 , PERSON@1 , PERSON@2 and Sedgemoor .","The main town of LOCATION@1 was LOCATION@4 , but it is now LOCATION@5 . There are two cities in LOCATION@1 .","LOCATION@1 is located in the districts of LOCATION@2 , LOCATION@3 , PERSON@1 , PERSON@2 and Sedgemoor .",5379,0.963513136,0.750775039,-1.000540733,0.706608858,0.865346313,-3.038604259,"['The', 'districts', 'of', 'LOCATION@1', 'are', 'LOCATION@2', ',', 'LOCATION@3', ',', 'PERSON@1', ',', 'PERSON@2', 'and', 'Sedgemoor', '.']",LOCATION@1 is located in the districts of LOCATION@2 LOCATION@3 PERSON@1 PERSON@2 and Sedgemoor,The districts of LOCATION@1 are LOCATION@2 LOCATION@3 PERSON@1 PERSON@2 and Sedgemoor
5385,"NUMBER@1 & ndash ; PERSON@1 , Canadian physician , recipient of the Nobel Prize in Physiology or Medicine -LRB- d. NUMBER@2 -RRB-","NUMBER@1 - PERSON@1 , Canadian doctor , won the NUMBER@3 Nobel Prize in Physiology or Medicine , -LRB- d. NUMBER@2 -RRB-","NUMBER@1 & ndash ; PERSON@1 , Canadian physician , recipient of the Nobel Prize in Physiology or Medicine -LRB- d.",5385,0.807305048,0.982421637,-0.528099597,0.838815386,0.995581686,-2.280323267,"['NUMBER@1', '&', 'ndash', ';', 'PERSON@1', ',', 'Canadian', 'physician', ',', 'recipient', 'of', 'the', 'Nobel', 'Prize', 'in', 'Physiology', 'or', 'Medicine', '-LRB-', 'd.', 'NUMBER@2', '-RRB-']",NUMBER@1 ndash PERSON@1 Canadian physician recipient of the Nobel Prize in Physiology or Medicine LRB d,NUMBER@1 ndash PERSON@1 Canadian physician recipient of the Nobel Prize in Physiology or Medicine LRB d NUMBER@2 RRB
5398,"For less drastic cases , the tag -LRB- -RRB- , the tag -LRB- -RRB- or the tag -LRB- -RRB- -LRB- all of which include an internal wikilink to this page -RRB- can be added directly to the phrase in question ; same as the tag -LRB- -RRB- .","For less drastic cases , the tag -LRB- -RRB- , the tag -LRB- -RRB- , or the tag -LRB- -RRB- -LRB- all of which include an internal wikilink to this page -RRB- can be added directly to the phrase in question ; same as the tag -LRB- -RRB- .","For less drastic cases , the tag -LRB- -RRB- , the tag -LRB- -RRB- or the tag -LRB- -RRB- all of which include an internal wikilink to this page -RRB- can be added directly to the phrase in question ; same as the tag -LRB- -RRB- .",5398,0.872084837,0.0,-0.330340296,0.858321666,0.0,-0.518193066,"['For', 'less', 'drastic', 'cases', ',', 'the', 'tag', '-LRB-', '-RRB-', ',', 'the', 'tag', '-LRB-', '-RRB-', 'or', 'the', 'tag', '-LRB-', '-RRB-', '-LRB-', 'all', 'of', 'which', 'include', 'an', 'internal', 'wikilink', 'to', 'this', 'page', '-RRB-', 'can', 'be', 'added', 'directly', 'to', 'the', 'phrase', 'in', 'question', ';', 'same', 'as', 'the', 'tag', '-LRB-', '-RRB-', '.']",For less drastic cases the tag LRB RRB the tag LRB RRB or the tag LRB RRB all of which include an internal wikilink to this page RRB can be added directly to the phrase in question same as the tag LRB RRB,For less drastic cases the tag LRB RRB the tag LRB RRB or the tag LRB RRB LRB all of which include an internal wikilink to this page RRB can be added directly to the phrase in question same as the tag LRB RRB
5403,"ORGANIZATION@1 NUMBER@1 -LRB- known until NUMBER@2 October NUMBER@3 as ORGANIZATION@2 NUMBER@1 -RRB- is a British digital radio station broadcasting comedy , drama , and children 's programming nationally NUMBER@4 hours a day .","ORGANIZATION@1 NUMBER@1 -LRB- known until NUMBER@2 October NUMBER@3 as ORGANIZATION@2 NUMBER@1 -RRB- is a British digital radio station . It includes comedy , drama , and children 's programmes nationally NUMBER@4 hours a day .","ORGANIZATION@1 NUMBER@1 -LRB- known until NUMBER@2 October NUMBER@3 as ORGANIZATION@2 NUMBER@1 -RRB- is a British digital radio station broadcasting comedy , drama and children 's programming.",5403,0.765023421,0.999877572,-0.311758429,0.940358339,0.999843597,-1.061495423,"['ORGANIZATION@1', 'NUMBER@1', '-LRB-', 'known', 'until', 'NUMBER@2', 'October', 'NUMBER@3', 'as', 'ORGANIZATION@2', 'NUMBER@1', '-RRB-', 'is', 'a', 'British', 'digital', 'radio', 'station', 'broadcasting', 'comedy', ',', 'drama', ',', 'and', 'children', ""'s"", 'programming', 'nationally', 'NUMBER@4', 'hours', 'a', 'day', '.']",ORGANIZATION@1 NUMBER@1 LRB known until NUMBER@2 October NUMBER@3 as ORGANIZATION@2 NUMBER@1 RRB is a British digital radio station broadcasting comedy drama and children s programming,ORGANIZATION@1 NUMBER@1 LRB known until NUMBER@2 October NUMBER@3 as ORGANIZATION@2 NUMBER@1 RRB is a British digital radio station broadcasting comedy drama and children s programming nationally NUMBER@4 hours a day
5413,"In NUMBER@1 , NUMBER@2 students are enrolled at the primary school .","In NUMBER@1 , there were five students at the primary school .","NUMBER@1 , NUMBER@2 students are enrolled at the primary school .",5413,0.920223848,0.930118561,-1.107680798,0.791986332,0.644533336,-2.945492506,"['In', 'NUMBER@1', ',', 'NUMBER@2', 'students', 'are', 'enrolled', 'at', 'the', 'primary', 'school', '.']",NUMBER@1 NUMBER@2 students are enrolled at the primary school,In NUMBER@1 NUMBER@2 students are enrolled at the primary school
5430,"Visitors arrive : PERSON@1 's fiancÃ PERSON@2 -LRB- tenor -RRB- , a young NUMBER@1 year-old poet , and his friend PERSON@3 -LRB- baritone -RRB- , a NUMBER@2 year-old world-weary LOCATION@1 ` drawing-room automaton ' -LRB- PERSON@4 -RRB- . PERSON@2 introduces Onegin to the PERSON@5 family .","Visitors arrive : PERSON@6 s fiancÃ e PERSON@2 who is a young poet , and his friend PERSON@3 .","PERSON@1 's fianc PERSON@2 -LRB- tenor -RRB- , a young NUMBER@1 year-old poet , and his friend PERSON@3 -LRB- baritone -RRB- , a NUMBER@2 year-old world-weary LOCATION@1  drawing-room automaton ' -LRB- PERSON@4 -RRB- .",5430,0.639359696,0.0,-0.589811206,0.635354259,0.997662544,-3.039221287,"['Visitors', 'arrive', ':', 'PERSON@1', ""'s"", 'fiancÃ', 'PERSON@2', '-LRB-', 'tenor', '-RRB-', ',', 'a', 'young', 'NUMBER@1', 'year-old', 'poet', ',', 'and', 'his', 'friend', 'PERSON@3', '-LRB-', 'baritone', '-RRB-', ',', 'a', 'NUMBER@2', 'year-old', 'world-weary', 'LOCATION@1', '`', 'drawing-room', 'automaton', ""'"", '-LRB-', 'PERSON@4', '-RRB-', '.', 'PERSON@2', 'introduces', 'Onegin', 'to', 'the', 'PERSON@5', 'family', '.']",PERSON@1 s fianc PERSON@2 LRB tenor RRB a young NUMBER@1 year old poet and his friend PERSON@3 LRB baritone RRB a NUMBER@2 year old world weary LOCATION@1 drawing room automaton LRB PERSON@4 RRB,Visitors arrive PERSON@1 s fianc PERSON@2 LRB tenor RRB a young NUMBER@1 year old poet and his friend PERSON@3 LRB baritone RRB a NUMBER@2 year old world weary LOCATION@1 drawing room automaton LRB PERSON@4 RRB PERSON@2 introduces Onegin to the PERSON@5 family
5433,Tomoaki Makino is a Japanese football player currently playing for 1 .,Tomoaki Makino -LRB- born 11 May 1987 -RRB- is a Japanese football player .,Tomoaki Makino is a Japanese football player.,5433,0.586394804,0.997379303,-0.563223243,0.941041768,0.896477222,-4.416521072,"['Tomoaki', 'Makino', 'is', 'a', 'Japanese', 'football', 'player', 'currently', 'playing', 'for', '1', '.']",Tomoaki Makino is a Japanese football player,Tomoaki Makino is a Japanese football player currently playing for 1
5435,"1949 & ndash ; Eleven leaders of the American Communist Party are convicted , after a nine-month trial in a Federal District Court , of conspiring to advocate the violent overthrow of the U.S. Federal Government .","However , none of the parties to the treaty abided by it .","Eleven leaders of the American Communist Party are convicted , after a nine-month trial in a Federal District Court , of conspiring to advocate the violent overthrow of the U.S.",5435,0.77347824,0.99370867,-0.644631386,0.761614772,0.000110928,-5.169187069,"['1949', '&', 'ndash', ';', 'Eleven', 'leaders', 'of', 'the', 'American', 'Communist', 'Party', 'are', 'convicted', ',', 'after', 'a', 'nine-month', 'trial', 'in', 'a', 'Federal', 'District', 'Court', ',', 'of', 'conspiring', 'to', 'advocate', 'the', 'violent', 'overthrow', 'of', 'the', 'U.S.', 'Federal', 'Government', '.']",Eleven leaders of the American Communist Party are convicted after a nine month trial in a Federal District Court of conspiring to advocate the violent overthrow of the U S,1949 ndash Eleven leaders of the American Communist Party are convicted after a nine month trial in a Federal District Court of conspiring to advocate the violent overthrow of the U S Federal Government
5439,"Podnieks , p. 58 After his retirement from professional sports , he owned a successful restaurant in downtown Montreal .","In his later years , Dandurand owned a successful restaurant in downtown Montreal .","After his retirement from professional sports , he owned a successful restaurant in downtown Montreal .",5439,0.745930922,0.999636769,-0.658441186,0.837502594,0.999323368,-2.407654762,"['Podnieks', ',', 'p.', '58', 'After', 'his', 'retirement', 'from', 'professional', 'sports', ',', 'he', 'owned', 'a', 'successful', 'restaurant', 'in', 'downtown', 'Montreal', '.']",After his retirement from professional sports he owned a successful restaurant in downtown Montreal,Podnieks p 58 After his retirement from professional sports he owned a successful restaurant in downtown Montreal
5440,"In 2009 , Fox Interactive became a subsidiary of Activision Blizzard and is now a division of Activision , the successor-in-interest to Sierra Entertainment .",Fox Interactive became a subsidiary of Activision Blizzard and is now a division of Activision .,"In 2009 , Fox Interactive became a subsidiary of Activision Blizzard and is now a division of Activision .",5440,0.643933054,0.999476075,-0.575014234,0.588151515,0.998843312,-0.900716245,"['In', '2009', ',', 'Fox', 'Interactive', 'became', 'a', 'subsidiary', 'of', 'Activision', 'Blizzard', 'and', 'is', 'now', 'a', 'division', 'of', 'Activision', ',', 'the', 'successor-in-interest', 'to', 'Sierra', 'Entertainment', '.']",In 2009 Fox Interactive became a subsidiary of Activision Blizzard and is now a division of Activision,In 2009 Fox Interactive became a subsidiary of Activision Blizzard and is now a division of Activision the successor in interest to Sierra Entertainment
5446,The question of succession was also an issue in the split of the ORGANIZATION@1 movement . The ORGANIZATION@2 believed that an Anjuman -LRB- body of selected people -RRB- should be in charge of the community .,"These movements are the ORGANIZATION@3 -LRB- AMJ -RRB- and the smaller ORGANIZATION@4 -LRB- ORGANIZATION@5 , AAIIL -RRB- .",The ORGANIZATION@2 believed that an Anjuman -LRB- body of selected people -RRB- should be in charge of the community .,5446,0.488791106,0.999676824,-0.536184669,0.457528115,0.083741352,-2.977614641,"['The', 'question', 'of', 'succession', 'was', 'also', 'an', 'issue', 'in', 'the', 'split', 'of', 'the', 'ORGANIZATION@1', 'movement', '.', 'The', 'ORGANIZATION@2', 'believed', 'that', 'an', 'Anjuman', '-LRB-', 'body', 'of', 'selected', 'people', '-RRB-', 'should', 'be', 'in', 'charge', 'of', 'the', 'community', '.']",The ORGANIZATION@2 believed that an Anjuman LRB body of selected people RRB should be in charge of the community,The question of succession was also an issue in the split of the ORGANIZATION@1 movement The ORGANIZATION@2 believed that an Anjuman LRB body of selected people RRB should be in charge of the community
5454,"Manuel Enrique JimÃ nez Abalo -LRB- born 27 October 1956 in VilagarcÃ a de Arousa , Pontevedra , Galicia -RRB- is a former Spanish footballer , who played as a central defender .","Manuel JimÃ nez Abalo -LRB- born 27 October , 1956 -RRB- is a former Spanish football player .","Manuel Enrique Jim nez Abalo -LRB- born 27 October 1956 in Vilagarc a de Arousa , Pontevedra , Galicia -RRB- is a former Spanish football player.",5454,0.671755147,0.994775057,-0.855091572,0.431290259,0.997329354,-1.789788604,"['Manuel', 'Enrique', 'JimÃ', 'nez', 'Abalo', '-LRB-', 'born', '27', 'October', '1956', 'in', 'VilagarcÃ', 'a', 'de', 'Arousa', ',', 'Pontevedra', ',', 'Galicia', '-RRB-', 'is', 'a', 'former', 'Spanish', 'footballer', ',', 'who', 'played', 'as', 'a', 'central', 'defender', '.']",Manuel Enrique Jim nez Abalo LRB born 27 October 1956 in Vilagarc a de Arousa Pontevedra Galicia RRB is a former Spanish football player,Manuel Enrique Jim nez Abalo LRB born 27 October 1956 in Vilagarc a de Arousa Pontevedra Galicia RRB is a former Spanish footballer who played as a central defender
5456,hbar = = NUMBER@1 NUMBER@2 NUMBER@3 -LRB-/O53/O-RRB- times NUMBER@4 ^ -LCB- NUMBER@5 -RCB- mbox -LCB- J s -RCB- = NUMBER@6 NUMBER@7 NUMBER@8 -LRB-/O16/O-RRB- times NUMBER@4 ^ -LCB- NUMBER@9 -RCB- mbox -LCB- eV s -RCB- .,E.g. NUMBER@10 J = 5\/1 NUMBER@11 NUMBER@10 J = NUMBER@12 eV .,hbar = = NUMBER@1 NUMBER@2 NUMBER@3 NUMBER@4 NUMBER@5 NUMBER@6 NUMBER@7 NUMBER@8 NUMBER@9 NUMBER@10 NUMBER@11 NUMBER@12 NUMBER@13 NUMBER@14 NUMBER@15 NUMBER@16 NUMBER@17 NUMBER@18 NUMBER@19 NUMBER@20 NUMBER@21 NUMBER@22 NUMBER@23 NUMBER@24 NUMBER@25 NUMBER@26 NUMBER@27 NUMBER@28 NUMBER@29 NUMBER@30 NUMBER@31 NUMBER@32 NUMBER@34 NUMBER@37 NUMBER@38 NUMBER@39 NUMBER@40 NUMBER@41 NUMBER@42 NUMBER@43 NUMBER@48 NUMBER@49 NUMBER@52 NUMBER@53 NUMBER@54 NUMBER@57 NUMBER@60 NUMBER@66 NUMBER@70 NUMBER@71 NUMBER@78 NUMBER@79 NUMBER@80 NUMBER@81 NUMBER@82 NUMBER@83 NUMBER@84 NUMBER@88 NUMBER@89 NUMBER@91 NUMBER@93 NUMBER@96 NUMBER@97 NUMBER@98 NUMBER@99 NUMBER@10 NUMBER@11 NUMBER@12 NUMBER@13 NUMBER@14 NUMBER@15 NUMBER@16 NUMBER@17 NUMBER@18 NUMBER@19 NUMBER@20 NUMBER@21 NUMBER@22 NUMBER@23 NUMBER@24 NUMBER@25 NUMBER@26 NUMBER@27 NUMBER,5456,0.914826334,0.0,-0.681354642,0.622983345,0.0,-3.648917437,"['hbar', '=', '=', 'NUMBER@1', 'NUMBER@2', 'NUMBER@3', '-LRB-/O53/O-RRB-', 'times', 'NUMBER@4', '^', '-LCB-', 'NUMBER@5', '-RCB-', 'mbox', '-LCB-', 'J', 's', '-RCB-', '=', 'NUMBER@6', 'NUMBER@7', 'NUMBER@8', '-LRB-/O16/O-RRB-', 'times', 'NUMBER@4', '^', '-LCB-', 'NUMBER@9', '-RCB-', 'mbox', '-LCB-', 'eV', 's', '-RCB-', '.']",hbar NUMBER@1 NUMBER@2 NUMBER@3 NUMBER@4 NUMBER@5 NUMBER@6 NUMBER@7 NUMBER@8 NUMBER@9 NUMBER@10 NUMBER@11 NUMBER@12 NUMBER@13 NUMBER@14 NUMBER@15 NUMBER@16 NUMBER@17 NUMBER@18 NUMBER@19 NUMBER@20 NUMBER@21 NUMBER@22 NUMBER@23 NUMBER@24 NUMBER@25 NUMBER@26 NUMBER@27 NUMBER@28 NUMBER@29 NUMBER@30 NUMBER@31 NUMBER@32 NUMBER@34 NUMBER@37 NUMBER@38 NUMBER@39 NUMBER@40 NUMBER@41 NUMBER@42 NUMBER@43 NUMBER@48 NUMBER@49 NUMBER@52 NUMBER@53 NUMBER@54 NUMBER@57 NUMBER@60 NUMBER@66 NUMBER@70 NUMBER@71 NUMBER@78 NUMBER@79 NUMBER@80 NUMBER@81 NUMBER@82 NUMBER@83 NUMBER@84 NUMBER@88 NUMBER@89 NUMBER@91 NUMBER@93 NUMBER@96 NUMBER@97 NUMBER@98 NUMBER@99 NUMBER@10 NUMBER@11 NUMBER@12 NUMBER@13 NUMBER@14 NUMBER@15 NUMBER@16 NUMBER@17 NUMBER@18 NUMBER@19 NUMBER@20 NUMBER@21 NUMBER@22 NUMBER@23 NUMBER@24 NUMBER@25 NUMBER@26 NUMBER@27 NUMBER,hbar NUMBER@1 NUMBER@2 NUMBER@3 LRB O53 O RRB times NUMBER@4 LCB NUMBER@5 RCB mbox LCB J s RCB NUMBER@6 NUMBER@7 NUMBER@8 LRB O16 O RRB times NUMBER@4 LCB NUMBER@9 RCB mbox LCB eV s RCB
