,source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,new_pred_sentences,new_src_sentence
6150,"Catholic Encyclopedia Versions of the Bible These Bible translations were the chief inspiration and chief cause of the Lollard movement , a pre-Reformation movement that rejected many of the distinctive teachings of the ORGANIZATION@1 .","Catholic Encyclopedia Versions of the Bible These Bible translations were the chief inspiration and chief cause of the Lollard movement, a pre-Reformation movement that rejected many of the teachings of the ORGANIZATION@1.","These Bible translations were the chief inspiration and chief cause of the Lollard movement , a pre-Reformation movement that rejected many of the distinctive teachings of the ORGANIZATION@1 .",6150,0.912274646,0.999769032,-0.995350361,0.904007809,0.999925733,-0.414049864,Catholic Encyclopedia Versions of the Bible These Bible translations were the chief inspiration and chief cause of the Lollard movement a pre Reformation movement that rejected many of the teachings of the ORGANIZATION@1,Catholic Encyclopedia Versions of the Bible These Bible translations were the chief inspiration and chief cause of the Lollard movement a pre Reformation movement that rejected many of the distinctive teachings of the ORGANIZATION@1
6153,"But he arguably is best known for his roles as Alfredo in Cinema Paradiso , Pablo Neruda in Il Postino , and Major Dellaplane in Bertrand Tavernier 's Life and Nothing But .","But he is best known for his roles as Alfredo in Cinema Paradiso, Pablo Neruda in Il Postino, and Major Dellaplane in Bertrand Tavernier's Life and Nothing But.","He is probably best known for his role in Cinema Paradiso , and for playing Pablo Neruda in the film Il Postino .",6153,0.891920928,0.997605205,-0.545377135,0.81284975,0.999863744,-1.608317375,But he is best known for his roles as Alfredo in Cinema Paradiso Pablo Neruda in Il Postino and Major Dellaplane in Bertrand Tavernier s Life and Nothing But,But he arguably is best known for his roles as Alfredo in Cinema Paradiso Pablo Neruda in Il Postino and Major Dellaplane in Bertrand Tavernier s Life and Nothing But
6154,"If asked the difference between two objects , he also answered that ; but if there was no difference between the objects , he said '' none '' , which meant that he understood the concept of nothing or zero .","If asked about the difference between two objects, he also said that ; but if there was no difference between the objects, he said '' none '', which meant that he understood the concept of nothing or zero.","If he is asked the difference between two things , he will also answer that , but if there is no difference between the things , he will say '' none . ''",6154,0.949176587,0.905481517,-0.857114553,0.921292584,0.982363641,-1.880467653,If asked about the difference between two objects he also said that but if there was no difference between the objects he said none which meant that he understood the concept of nothing or zero,If asked the difference between two objects he also answered that but if there was no difference between the objects he said none which meant that he understood the concept of nothing or zero
6155,"The city is located approximately 50 miles north of Medellin , the department capital .","The city is located about 50 miles north of Medellin, the department capital.",Its cathedral was constructed in 1799 and elevated to Diocese of Antioquia in 1804 by Pope Pius VII .,6155,0.842590136,0.871670246,-0.700751483,0.728701107,0.000218292,-3.525244474,The city is located about 50 miles north of Medellin the department capital,The city is located approximately 50 miles north of Medellin the department capital
6156,The President of the Commission and all the other commissioners are nominated by the Council .,The President of the Commission and all the other commissioners are chosen by the Council.,"The Commission has one President and 26 Commissioners , selected by the European Council .",6156,0.924129721,0.66419518,-0.937882185,0.86351796,0.999830365,-3.444462299,The President of the Commission and all the other commissioners are chosen by the Council,The President of the Commission and all the other commissioners are nominated by the Council
6157,"Generally a player hits a volley while standing near the net , although there are instances where it is executed farther back , in the middle of the tennis court or even near the baseline .","Generally a player hits a volley while standing near the net, although there are instances where it is executed further back, in the middle of the tennis court or even near the baseline.","Generally a player hits a volley while standing near the net , although sometimes it is done farther back , in the middle of the tennis court or even near the baseline .",6157,0.952144765,0.892609119,-0.780784547,0.954251779,0.963762283,-1.033258796,Generally a player hits a volley while standing near the net although there are instances where it is executed further back in the middle of the tennis court or even near the baseline,Generally a player hits a volley while standing near the net although there are instances where it is executed farther back in the middle of the tennis court or even near the baseline
6159,All of the cabinet members when Truman became president in 1945 had been previously serving under Franklin D. Roosevelt .,All of the cabinet members when Truman became president in 1945 had been serving under Franklin D. Roosevelt.,"April 12th 1945 , shortly after the election , Franklin Delano Roosevelt died and Harry S. Truman became president .",6159,0.87599366,0.990232706,-0.890473962,0.790071483,0.968571782,-4.285518169,All of the cabinet members when Truman became president in 1945 had been serving under Franklin D Roosevelt,All of the cabinet members when Truman became president in 1945 had been previously serving under Franklin D Roosevelt
6162,"In the list of Fortunate numbers , 61 occurs thrice , since adding 61 to either the tenth , twelfth or seventeenth primorial gives a prime number -LRB- namely 6469693291 , 7420738134871 and 1922760350154212639131 -RRB- .","In the list of Fortunate numbers, 61 occurs thrice, since adding 61 to either the tenth, twelveth or seventeenth primorial gives a prime number -LRB- namely 6469693291, 7420738134871 and 1922760350154239131 -RRB-.",It is also a prime number .,6162,0.932552586,0.0,-1.211675525,0.696121209,0.110171653,-2.946163654,In the list of Fortunate numbers 61 occurs thrice since adding 61 to either the tenth twelveth or seventeenth primorial gives a prime number LRB namely 6469693291 7420738134871 and 1922760350154239131 RRB,In the list of Fortunate numbers 61 occurs thrice since adding 61 to either the tenth twelfth or seventeenth primorial gives a prime number LRB namely 6469693291 7420738134871 and 1922760350154212639131 RRB
6163,"The population is 178,133 -LRB- 2007 census -RRB- , making it the most populous island of French Polynesia and accounting for 68.6 % of the group 's total population .",It is the most populous island of French Polynesia and accounts for 68.6 % of the group's total population.,In Tahiti -LRB- in the Society group -RRB- -- was claimed by the French in 1768 .,6163,0.572000825,0.929197907,-0.747601211,0.520612818,0.993960142,-3.982815266,It is the most populous island of French Polynesia and accounts for 68 6 of the group s total population,The population is 178 133 LRB 2007 census RRB making it the most populous island of French Polynesia and accounting for 68 6 of the group s total population
6164,Many other governments sympathize with his ideology or welcome his bilateral trade and reciprocal aid agreements .,Many other governments also welcome his bilateral trade and reciprocal aid agreements.,Others sympathize with his ideology or welcome his bilateral trade and reciprocal aid agreements .,6164,0.702726053,0.95367378,-2.086546183,0.725072263,0.90677774,-0.818442643,Many other governments also welcome his bilateral trade and reciprocal aid agreements,Many other governments sympathize with his ideology or welcome his bilateral trade and reciprocal aid agreements
6165,The Battle of the Labyrinth is a 2008 fantasy-adventure novel based on Greek mythology ; it is the fourth novel in the Percy Jackson & the Olympians series by Rick Riordan .,The Battle of the Labyrinth is a 2008 fantasy-adventure novel based on Greek mythology. It is the fourth book in the Percy Jackson & the Olympians series by Rick Riordan.,The Battle of the Labyrinth is a 2008 fantasy-adventure novel based on Greek mythology and the fourth book in the Percy Jackson & the Olympians series by Rick Riordan .,6165,0.961755015,0.762093782,-0.343867719,0.971540302,0.974575758,-0.798735976,The Battle of the Labyrinth is a 2008 fantasy adventure novel based on Greek mythology It is the fourth book in the Percy Jackson the Olympians series by Rick Riordan,The Battle of the Labyrinth is a 2008 fantasy adventure novel based on Greek mythology it is the fourth novel in the Percy Jackson the Olympians series by Rick Riordan
6166,Overwintering Monarchs in Mexico are often preyed upon by Black-headed Grosbeaks which are immune to that toxin .,Overwintering Monarchs in Mexico are often preyed upon by Black-headed Grosbeaks.,Overwintering Monarchs in Mexico are often eaten by Black-headed Grosbeaks .,6166,0.678528222,0.996254802,-1.252463937,0.670741936,0.576316655,-1.925833941,Overwintering Monarchs in Mexico are often preyed upon by Black headed Grosbeaks,Overwintering Monarchs in Mexico are often preyed upon by Black headed Grosbeaks which are immune to that toxin
6167,The Variegated Fritillary -LRB- Euptoieta claudia -RRB- is a North and South American butterfly in the family Nymphalidae .,The Variegated Fritillary -LRB- Euptoieta claudia -RRB- is a North and South American butterfly.,The Variegated Fritillary -LRB- Euptoieta claudia -RRB- is a butterfly in the family Nymphalidae .,6167,0.72373674,0.999580324,-0.463391304,0.758733238,0.996220887,-0.592801154,The Variegated Fritillary LRB Euptoieta claudia RRB is a North and South American butterfly,The Variegated Fritillary LRB Euptoieta claudia RRB is a North and South American butterfly in the family Nymphalidae
6170,Stoa long haos : The store next to the house .,The store next to the house.,Bislama is like this : Stoa long haos - The store next to the house .,6170,0.513386903,0.995952725,-1.15342927,0.57429846,0.790163577,-3.999683619,The store next to the house,Stoa long haos The store next to the house
6172,It incorporates elements of both American rock and Pakistani classical music .,It is a mix of American rock and Pakistani classical music.,It mixes up Pakistani classical music with American rock .,6172,0.708324608,0.991425276,-1.292185903,0.712172436,0.999675214,-3.272760153,It is a mix of American rock and Pakistani classical music,It incorporates elements of both American rock and Pakistani classical music
6175,"CrO2Cl2 is similar to the most commonly encountered chromium -LRB- VI -RRB- derivative chromate , CrO4 2 ; both are tetrahedral Cr -LRB- VI -RRB- compounds .","CrO2Cl2 is similar to the most common chromium -LRB- VI -RRB- derivative chromate, CrO4 2 ; both are tetrahedral Cr -LRB- VI -RRB- compounds.",Chromate,6175,0.876294691,0.995375931,-0.770977736,0.651975117,0.0,-3.720274687,CrO2Cl2 is similar to the most common chromium LRB VI RRB derivative chromate CrO4 2 both are tetrahedral Cr LRB VI RRB compounds,CrO2Cl2 is similar to the most commonly encountered chromium LRB VI RRB derivative chromate CrO4 2 both are tetrahedral Cr LRB VI RRB compounds
