source_sentence,pred,gold
Garry Kent Marshall LRB born November RRB is an American actor director writer and producer.,thomas thomas lrb born november rrb is an american actor and actor.,Garry Marshall LRB November RRB is an influential American writer producer and actor.
Plagne is a commune in the Ain department in eastern France.,it is found in the region ain in the aisne department in the north of france.,Plagne is a commune.
Four non parties to the treaty are known or believed to possess nuclear weapons LOCATION LOCATION and LOCATION have openly tested and declared that they possess nuclear weapons while LOCATION has had a policy of opacity regarding its own nuclear weapons program.,the nuclear nuclear weapons treaty has stated that nuclear weapons have not been allowed to have been used to test nuclear weapons such as nuclear weapons and nuclear weapons.,The treaty says that only five countries are allowed to have nuclear weapons. These are called nuclear weapons states.
For this she won the Guldbagge Award for Best Actress together with Rebecka Liljeberg.,she won the contest for her best picture of the year and won the gold bear award.,Her mother is Russian and her father Swedish.
At the end of the th century LOCATION was one of the largest harbor cities in LOCATION.,it was the largest port of location in location and was the biggest port in location.,LOCATION is a city in LOCATION.
In NUMBER the Soviets tried to force the Western Allies out of LOCATION by imposing a land blockade on the western sectors the LOCATION Blockade.,in the soviet union the german forces attacked location in the western part of location were attacked by german forces.,In NUMBER the Soviets tried to force the western allies out LOCATION by a blockade of the western sectors.
The pair recruited former PERSON guitarist PERSON on vocals and later PERSON on bass.,after person joined the band in person joined person and person. person later joined person.,They started playing in NUMBER after Panteras guitarist and drummer decided to start a new band.
However PERSON arrives and kills PERSON.,person and person attack person. person shoots person and shoots person.,PERSON comes up and kills PERSON.
ORGANIZATION s athletic teams ndash with the exception of boxing lacrosse skiing and volleyball ndash are sanctioned by the ORGANIZATION LRB ORGANIZATION RRB and compete in the ORGANIZATION along with Elder LOCATION and ORGANIZATION.,organization is the organization s official sport in the organization organization and organization.,ORGANIZATION 
NUMBER ndash PERSON German bacteriologist recipient of the Nobel Prize in Physiology or Medicine LRB declined RRB LRB d. NUMBER RRB ,person lrb d. number rrb was a german nobel prize winner and nobel prize in medicine.,NUMBER PERSON German doctor won the NUMBER Nobel Prize in Physiology or Medicine LRB d. NUMBER RRB 
