,source_sentence,pred,gold,bart_score_pred
5850,Discovered on NUMBER October NUMBER by PERSON it is named for a sky spirit in PERSON s The Rape of the Lock and PERSON s The Tempest.,person was born in location on november number number in location. it was the first of the tempest.,PERSON was found on October NUMBER NUMBER by PERSON.,-5.334965229034424
5851,The band was originally called The ORGANIZATION but was shortened to The Elves and finally PERSON in mid.,the band was formed in the mid number. it was the most popular band in the organization and the first band.,The band was previously called the ORGANIZATION.,-3.4159913063049316
5852,The Quadrangle of Springfield features five distinct museums and the Dr. Seuss memorial sculpture garden honoring the popular Springfield artist and author.,the university of illinois is one of the largest public art museum in the united states. it is located in the city of springfield illinois.,Dr. Seuss lived in Springfield. Many of his books are about his childhood in Springfield.,-3.604137659072876
5853,The album produced three singles on the Hot Country Songs charts Days Go By Making Memories of Us and Better Life as well as the hits You re My Better Half and Tonight I Wan Ona Cry Live to Love Another Day also peaked at on the country charts without being released to radio.,the song was first released on the hot country songs on october number number and on the billboard charts in the u. s.. on december number in the country., Days Go By ,-5.103981971740723
5854,Leberk se is said to have been invented in by the cook of Charles Theodore Elector of Bavaria although this story has been heavily contested.,in addition to the hungarian version of the original cookbook was invented by person in which he was introduced to hungarian cuisine by the cook of the hungarian king louis xiv.,Some local variants must contain even more liver for example the liver content of Stuttgarter Leberk se must be at least.,-4.5564751625061035
5855,Wb NUMBER. which means the land of reeds.,it is the largest land area of the land of land.,Under the Ptolemies the city of LOCATION took over the role of capital of LOCATION.,-3.97961688041687
5856,ORGANIZATION news LOCATION ,location location location organization location location person location location,ABC,-5.991195201873779
5857,The BMI value can be calculated with the following formula.,the value of the calculated value means that the value is the same as the actual value.,This is the formula.,-3.5999984741210938
5858,The ORGANIZATION should not be confused with the ORGANIZATION which potentially also has global jurisdiction.,the organization should not be protected by any other authority which does not belong to the organization.,Elections are staggered thus five judges LRB one third of the Court RRB come up for election every three years.,-3.1463634967803955
5859, Chanakya the pioneer economist of the world ORGANIZATION NUMBER LRB NUMBER RRB p. NUMBER.,the organization lrb number number rrb was the first global economist of the number century.,PERSON NUMBER while in his character as author of an artha h stra he is generally referred to by his gotra name PERSON. ,-5.437379360198975
5860,A Republican lawyer from Vermont Coolidge worked his way up the ladder of Massachusetts state politics eventually becoming governor of that state.,he was the first republican governor of the state of massachusetts and a member of the congress of vermont.,Coolidges,-3.507891893386841
5861,Furbys sold for over US NUMBER in newspapers and in auctions.,in number in the u. s. newspapers sold about number million copies in the country.,Furbies sold for over US NUMBER in newspapers and in auctions.,-5.897927284240723
5862,PERSON was one of the most powerful punchers and jabbers in the history of boxing.,person was one of the most important people in the history of boxing in the world.,PERSON continued to box but died from a drug overdose in NUMBER.,-1.9267581701278687
5863,Julia Gardiner Tyler LRB May or July July RRB second wife of John Tyler was First Lady of the United States from June to March.,she was the first lady of the united states from june to december rrb.,Julia Gardiner Tyler LRB July July RRB was the second wife of John Tyler the tenth President of the United States. She was the First Lady of the United States from June to March.,-4.2577009201049805
5864,In NUMBER the poetry award was granted for the first time.,in number the first award was given to the organization. it was awarded the number nobel prize.,PERSON ,-4.353034496307373
5865,February ndash The University of Missouri is established becoming the first public university west of the Mississippi River.,the city is a city of illinois in the united states.,Abd ul Mejid becomes emperor of the Ottoman Empire.,-4.328851222991943
5866,George Clymer LRB March ndash January RRB was an American politician and founding father.,he was born january in new york new york state.,USS George Clymer LRB APA RRB was named in his honor.,-5.400481700897217
5867,ORGANIZATION is a NUMBER American slapstick buddy comedy film directed by PERSON produced by PERSON and PERSON and stars PERSON and PERSON who last teamed up in LRB O O RRB.,organization lrb organization rrb is a comedy comedy comedy movie produced by person and starring person and person.,Websites,-4.282978057861328
