,source_sentence,pred,bart_score
5645,"PERSON@1 -LRB- born May NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a retired Canadian professional ice hockey goaltender in the ORGANIZATION@1 .","'PERSON@1 -LRB- born May NUMBER@1, NUMBER@2 in LOCATION@1, LOCATION@2 -RRB- is a retired Canadian professional ice hockey goaltender in the ORGANIZATION@1.",-0.578514397
5646,It is spoken as a second language in the rest of LOCATION@1 and LOCATION@2 .,'It is spoken as a second language in the rest of LOCATION@1 and LOCATION@2.,-0.779915869
5647,"PERSON@1 jokingly called this group of animators his '' Nine Old Men , '' referring to PERSON@2 's dismissive description of the nine justices of the ORGANIZATION@1 , even though the animators were in their thirties and forties at the time .","""PERSON@1 jokingly called this group of animators his '' Nine Old Men, '' referring to PERSON@2's dismissive description of the nine justices of the ORGANIZATION@1, even though the animators were in their thirties and forties at the time.",-0.560693502
5648,"See also PERSON@1 , for others of the same name .","'See also PERSON@1, for others of the same name.",-1.849445462
5649,"Mohammed Zahir Shah -LRB- 15 October 1914 23 July 2007 -RRB- was the last King -LRB- Shah -RRB- of Afghanistan , reigning for four decades , from 1933 until he was ousted by a coup in 1973 .","'Mohammed Zahir Shah -LRB- October 15, 1914 - July 2007 -RRB- was the last King -LRB- Shah -RRB- of Afghanistan, reigning for four decades, from 1933 until 1973.",-1.015907645
5650,This storyline set up an NWA title match at Lockdown in a Six Sides of Steel match in the main event .,'This storyline set up a NWA title match at Lockdown in a Six Sides of Steel match in the main event.,-0.834217489
5651,"British leaders accused rebels acting within the city , and many residents assumed that one side or the other had started it .","'British leaders accused rebels acting within the city, and many residents assumed that one side or the other had started it.",-0.939397156
5652,"Her range spans from contralto to dramatic mezzo-soprano on such songs as The Host of Seraphim , Elegy , PERSON@1 and Come This Way .","'She has a range of music playing from the contralto to the dramatic mezzo-soprano on such songs as The Host of Seraphim, Elegy and Come This Way.",-1.600741506
5653,"In most modern poker games , the first round of betting begins with some form of forced bet .","'In most modern poker games, the first round of betting begins with some form of bet.",-1.532487273
5654,The Amethyst Woodstar -LRB- Calliphlox amethystina -RRB- is a species of hummingbird in the Trochilidae family .,'The Amethyst Woodstar is a species of hummingbird.,-1.328875661
5655,"They used materials as : shards from Italy , Oregon pine from the United States , cement from Portland .","'They used materials as : shards from Italy, pine from the United States, cement from Portland.",-1.293915868
5656,"The band consists of guitarist and vocalist PERSON@1 -LRB- vocals , lead guitar -RRB- , PERSON@2 -LRB- rhythm guitar -RRB- , PERSON@3 -LRB- keyboards -RRB- , PERSON@4 -LRB- bass -RRB- , and PERSON@5 -LRB- drums -RRB- .","'The band consists of guitarist and vocalist PERSON@1 -LRB- vocals, lead guitar -RRB-, PERSON@2 -LRB- rhythm guitar -RRB-, PERSON@3 -LRB- keyboards -RRB-, PERSON@4 -LRB- bass -RRB-, and PERSON@5 -LRB- drums -RRB-.",-1.054020762
5657,"1897 & ndash ; John G. Bennett , British scientist and author -LRB- d. 1974 -RRB-","'1897 - John G. Bennett, British scientist and author -LRB- died 1974 -RRB-",-1.95661819
5658,Shinkansen from LOCATION@1 to LOCATION@2 opened in March NUMBER@1 .,'Shinkansen from LOCATION@1 to LOCATION@2 opened in March NUMBER@1.,-0.730736077
5659,"The ORGANIZATION@1 of both sent an annual tribute to the LOCATION@1 until NUMBER@1 . Along with the ruler of LOCATION@2 , the LOCATION@3 of PERSON@1 was considered to be among the most loyal vassals of the LOCATION@4 .","'The ORGANIZATION@1 of both sent an annual tribute to the LOCATION@1 until NUMBER@1. Along with the ruler of LOCATION@2, the LOCATION@3 of PERSON@1 was considered to be among the most loyal vassals of the LOCATION@4.",-0.547182679
5660,"Muzio Filippo Vincenzo Francesco Saverio Clementi -LRB- baptized Mutius Philippus Vincentius Franciscus Xaverius -RRB- , was born in Rome , Italy on January 24 , 1752 , and the following day baptized in the local church of S. Lorenzo in Damaso .","'Muzio Filippo Vincenzo Francesco Saverio Clementi -LRB- born in Rome, Italy on January 24, 1752.",-0.591696084
5661,PERSON@1 received his Bachelor of Science degree from ORGANIZATION@1 at LOCATION@1 in NUMBER@1 and was commissioned a second lieutenant in the ORGANIZATION@2 .,'He received his Bachelor of Science degree from ORGANIZATION@1 at LOCATION@1 in NUMBER@1 and was commissioned a second lieutenant in the ORGANIZATION@2.,-0.546845675
5662,"Lennon 's inspiration for the song came when his son , Julian , showed him a nursery school drawing he called '' Lucy - in the sky with diamonds '' , depicting his classmate , Lucy O'Donnell .","""Lennon's inspiration for the song came when his son Julian showed him a drawing in nursery school called '' Lucy - in the sky with diamonds ''. It depicted his classmate Lucy O'Donnell.",-1.53368783
5663,"This is the result of fermentation , where lactic acid bacteria ferment the lactose inside the milk into lactic acid .","'This is the result of fermentation, where lactic acid bacteria ferment the milk.",-1.576622486
5664,"Recitation of the Shahadah , the '' oath '' or '' testimony '' , is the most important of the ORGANIZATION@1 for Muslims .","""Recitation of the Shahadah, the '' oath '' or '' testimony '', is the most important of the ORGANIZATION@1 for Muslims.",-0.985200703
5665,"It rises in the mountainous district known as the Pireneus , west of the Federal District , but its western tributary , the Araguaia River , has its extreme southern headwaters on the slopes of the Serra dos Caiapós .","'It rises in the mountainous district known as the Pireneus, west of the Federal District.",-1.037558675
5666,"Unlike many other WWII-era bombers , the B-29 remained in service long after the war ended , with a few even being employed as flying television transmitters for the Stratovision company .",'The B-29 remained in service long after the war ended. A few were even being employed as flying television transmitters for the Stratovision company.,-0.879333675
5667,"NUMBER@1 & ndash ; ORGANIZATION@1 , the first significant American protest march , departs LOCATION@1 , LOCATION@2 for LOCATION@3","'NUMBER@1 - ORGANIZATION@1 departs LOCATION@1, LOCATION@2 for LOCATION@3.",-1.749644876
5668,PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- is a European Cup winning Finnish footballer who plays in the center back position .,'PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- is a Finnish football player.,-0.850704312
5669,"Tarawih prayers are prayed in pairs of two and can be prayed in at least NUMBER@1 rakaâ Ä t according to the two major schools -LRB- Hanafis , PERSON@1 ` i -RRB- of Islam .","'Tarawih prayers are prayed in pairs of two and can be prayed in at least NUMBER@1 rakaâ t according to the two major schools -LRB- Hanafis, PERSON@1  i -RRB- of Islam.",-0.70720315
5670,"Feathers are one of the epidermal growths that form the distinctive outer covering , or plumage , on birds .","'Feathers are one of the epidermal growths that form the distinctive outer covering, or plumage, on birds.",-0.791601598
5671,"Also run clockwise , this circuit is 2.61 km in length .","'Also run clockwise, this circuit is 2.61 km long.",-1.540768027
5672,Thus some early copyists changed Matthew 5:22 from '' whosoever is angry with his brother shall be in danger of the judgment '' to the watered-down '' whosoever is angry with his brother without a cause shall be in danger of the judgment . '',"""Thus some early copyists changed Matthew 5:22 from '' whosoever is angry with his brother shall be in danger of the judgment '' to the watered-down '' whosoever is angry with his brother without a cause shall be in danger of the judgment. ''",-0.452980697
5673,Nice means '' pleasant . '',"""Nice means '' pleasant. ''",-2.225249052
5674,"Princess PERSON@1 , The Honourable Lady ORGANIZATION@1 , -LRB- PERSON@2 ; born NUMBER@1 December NUMBER@2 -RRB- is the youngest granddaughter of King PERSON@3 of the LOCATION@1 and ORGANIZATION@2 .","'Princess PERSON@1, The Honourable Lady ORGANIZATION@1, -LRB- born NUMBER@1 December NUMBER@2 -RRB- is the granddaughter of King PERSON@3 of the LOCATION@1 and ORGANIZATION@2.",-0.791868448
5675,"Predators and other risks Limpets are preyed upon by a variety of organisms including starfish , shore-birds , fish , seals , and humans .",'Predators and other risks Limpets are preyed upon by a variety of organisms.,-1.391995192
5676,"She returned in late NUMBER@1 with a new album titled PERSON@1 , intended to be a mirror of her debut album -LRB- self-titled as well , but in Chinese -RRB- .",'She returned in late NUMBER@1 with a new album titled PERSON@1.,-0.981932282
5677,"The depression dropped light to moderate rainfall from Florida to the coast of North Carolina , peaking at 5.17 inches -LRB- 131 mm -RRB- in Savannah , Georgia .",'The depression dropped light to moderate rainfall from Florida to the coast of North Carolina.,-1.04955852
5678,"September NUMBER@1 -- PERSON@1 dies and his son PERSON@2 assumes his father 's former position as Lord Protector of LOCATION@1 , LOCATION@2 and LOCATION@3 .","""September NUMBER@1 - PERSON@1 dies and his son PERSON@2 takes on his father's role as Lord Protector of LOCATION@1, LOCATION@2 and LOCATION@3.",-1.172372103
5679,An adit is a type of entrance to an underground mine which is horizontal or nearly horizontal .,'An adit is a type of entrance to an underground mine which is either horizontal or nearly horizontal.,-1.008650899
5680,"PERSON@1 occupied much of LOCATION@1 for NUMBER@1 years , however a Roman counter-invasion of LOCATION@2 forced PERSON@1 to return to LOCATION@3 , where he was decisively defeated by Scipio Africanus at the Battle of PERSON@2 .","'PERSON@1 occupied much of LOCATION@1 for NUMBER@1 years. However, a Roman counter-invasion of LOCATION@2 forced PERSON@1 to return to LOCATION@3, where he was defeated by Scipio Africanus at the Battle of PERSON@2.",-0.555162013
5681,"It was told that under Emperor Friedrich Barbarossa the small town of Kaiserswerth , lying to the North of Düsseldorf , became a well fortified outpost , where soldiers kept their watchful eyes over every movement on the Rhine .","'It was told that under Emperor Friedrich Barbarossa the small town of Kaiserswerth became a well fortified outpost, where soldiers kept their watchful eyes over every movement on the Rhine.",-0.615237355
5682,"In 2009 , they directed the second So You Think You Can Dance Tour and in 2010 they directed the Jabbawockeez MÜS .","'In 2009, they directed the second So You Think You Can Dance Tour and in 2010 they directed the Jabbawockeez MÜS.",-0.629895747
5683,LOCATION@1 -LRB- or ; abbreviation Leics . -RRB- is a landlocked county in central LOCATION@2 .,'LOCATION@1 is a county in central LOCATION@2.,-2.153788328
