source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
"They are very poorly understood , due to their burrowing lifestyle and general rarity .","They are very poorly understood, due to their burrowing lifestyle.",Amphisbaenidae,0.7029838562011719,5138,0.5969402050149851
Yokoi was married .,Yokoi was married.,"Yokoi 's last invention , the Virtual Boy , was not a success .",0.9060474947879188,5139,0.8791606928172864
"GAC consisted of small accessories , such as cosmetic bags , lighters , and pens , which were priced at considerably lower points than the other items in the company 's accessories catalogue .","GAC consisted of small accessories such as cosmetic bags, lighters, and pens, which were priced at considerably lower points than the other items in the company's accessories catalogue.","GAC sold small accessories , such as cosmetic bags , lighters , and pens , which were cheaper than the other items in the company 's accessories catalogue .",0.9166792950903375,5140,0.9202434401959181
"Jamaica Center , the area around Jamaica Avenue and 165th Street , is a major commercial center , as well as the home of the Central Library of the Queens Borough Public Library .",The Jamaica Center is the area around Jamaica Avenue and 165th Street. It is also the home of the Central Library of the Queens Borough Public Library.,"With over 200,000 daily passengers , the station is a rail hub for New York City subways , the Long Island Rail Road , and the Airtrain to JFK airport .",0.7802349182480541,5141,0.6925291435678579
"Sometimes , the airborne particulates are carried much further , in significant concentrations which affect air quality as far east as the LOCATION@1 .","Sometimes, the airborne particulates are carried much further, in significant concentrations which affect air quality as far east as the LOCATION@1.",It affects much of LOCATION@2 during the spring .,0.9424759157446047,5142,0.7983996441822179
The rump of the SED that remained was renamed as the Party of Democratic Socialism -LRB- PDS -RRB- at a special party congress in December 1989 .,The rump of the SED that remained was renamed as the Party of Democratic Socialism -LRB- PDS -RRB- at a special party congress in December 1989.,"Between the fall of the Berlin Wall in November 1989 and the election in March 1990 , the old Social Democratic Party was re-established as a separate party , while the rest of the SED lost a lot of members and renamed itself the Party of Democratic Socialism -LRB- PDS -RRB- at a special party meeting in December 1989 .",0.9796662100430192,5143,0.9279692616955987
It is the dominant form of Islam in Oman and Zanzibar .,It is the dominant form of Islam in Oman and Zanzibar.,"Whosoever enters the Hellfire , will live therein forever .",0.9549943555485119,5144,0.7619667161594738
"Adits are usually built into the side of a hill or mountain , and often occur when a measure of coal or an ore body is located inside the mountain but above the adjacent valley floor or coastal plain .","Adits are usually built into the side of a hill or mountain, and can occur when a measure of coal or an ore body is located inside the mountain but above the valley floor or coastal plain.","Adits are usually built into the side of a hill or mountain , and often occur when coal or ore is located inside the mountain but above the local valley floor or coastal plain .",0.9055285014916414,5145,0.9003737803122297
"In namespaces where subpages are supported , you can for instance create a subpage simply by linking to the name of the subpage , prefixed with a slash -LRB- e.g. \/O/ Archive -RRB- .","In namespaces where subpages are supported, you can for instance create a subpage simply by linking to the name of the subpage, prefixed with a slash.","In namespaces where subpages are supported , you can create a subpage simply by linking to the name of the subpage , prefixed with a slash -LRB- e.g. \/O/ Archive -RRB- .",0.7503002882003784,5146,0.8119571892941585
"Most lizards rely heavily on body language , using specific postures , gestures , and movements to define territory , resolve disputes , and entice mates .","Most lizards rely on body language to define territory, resolve disputes, and entice mates.","Most lizards rely heavily on body language , using specific postures , gestures and movements to define territory , resolve disputes , and entice mates .",0.5346482246152816,5147,0.5860565516256516
"Hannoverscher Sportverein von 1896 , commonly referred to as Hannover 96 , Hannover or simply 96 , is a German association football club based in the city of Hanover , Lower Saxony .","Hannover 96, also called Hannover 96, is a football club which plays in Germany. It is based in the town of Hanover in Lower Saxony.","Hannover 96 ist a sports club in Hanover , a city in northern Germany .",0.6184022858902648,5148,0.6051197746297815
"Solutions to Schrödinger 's equation describe not only molecular , atomic and subatomic systems , but also macroscopic systems , possibly even the whole universe .","Solutions to Schrödinger's equation describe not only molecular, atomic and subatomic systems, but also macroscopic systems, possibly even the whole universe.",x is a place in space,0.9256702039870748,5149,0.7423111083317387
"PERSON@1 '' PERSON@2 -LRB- December NUMBER@1 , NUMBER@2 & ndash ; October NUMBER@3 , NUMBER@4 , died of leukemia -RRB-","PERSON@1 '' PERSON@2 -LRB- December NUMBER@1, NUMBER@2 - October NUMBER@3, NUMBER@4, died of leukemia -RRB-","PERSON@1 '' PERSON@2 -LRB- NUMBER@1 December NUMBER@2 - October NUMBER@3 , NUMBER@4 , died of leukemia -RRB- ;",0.8388075717424942,5150,0.8457517487517858
Football League One -LRB- often referred to as League One for short or ORGANIZATION@1 NUMBER@1 for sponsorship reasons -RRB- is the second-highest division of The ORGANIZATION@2 and third-highest division overall in the English football league system .,Football League One -LRB- also known as League One for short or ORGANIZATION@1 NUMBER@1 for sponsorship reasons -RRB- is the second-highest division of The ORGANIZATION@2 and third-highest division overall in the English football system.,English Premier League,0.9174385482356662,5151,0.7139986831517446
NUMBER@1 & ndash ; Grand Duchess PERSON@1 of LOCATION@1 -LRB- d. NUMBER@2 -RRB-,NUMBER@1 - Grand Duchess PERSON@1 of LOCATION@1 -LRB- died NUMBER@2 -RRB-,"NUMBER@3 - PERSON@2 , American businessman",0.8414274039147775,5152,0.7680641699440872
"He died on NUMBER@1 April NUMBER@2 , and PERSON@1 recovered to find herself a widow .","He died on April NUMBER@1, NUMBER@2 and PERSON@1 found herself a widow.","Prince PERSON@2 died on April NUMBER@1 , NUMBER@2 , leaving PERSON@1 a widow at the age of NUMBER@3 .",0.764940923802993,5153,0.7424432880738202
"However , in NUMBER@1 the Australian government reneged this agreement , and told PERSON@1 that he should leave the Cocos .","In NUMBER@1 the Australian government reneged this agreement, and told PERSON@1 that he should leave the Cocos.","However , in NUMBER@1 the Australian government moved to dishonor this agreement , and told the former last ruler , PERSON@1 , that he should leave the Cocos .",0.8621722692396583,5154,0.865284156508562
One of the major producers of theses metals in Albany is Wah Chang Corporation who has a 110 a site that primarily focuses on the production of zirconium .,One of the major producers of theses metals in Albany is Wah Chang Corporation who has a 110 a site that mainly focuses on the production of zirconium.,One of the major producers of theses metals in Albany is Wah Chang Corporation who has a 110 acre site that mainly focuses on the production of zirconium .,0.9568992080227021,5155,0.9544557133028585
Coral Sea Islands,Coral Sea Islands,"They are located in the Coral Sea , northeast of Queensland .",0.9999998807907104,5156,0.8365353345870972
"Dashi -LRB- å æ , ã ã -- -RRB- is a class of soup and cooking stock , considered fundamental to Japanese cooking .","Dashi -LRB-  ,   -- -RRB- is a class of soup and cooking stock, considered fundamental to Japanese cooking.",Dashi is a simple soup stock used in Japanese cooking .,0.8482961340954429,5157,0.7827587519821368
"Its drainage basin covers fully NUMBER@1 % of LOCATION@1 's area , all in the Southern part of LOCATION@1 .","Its drainage basin covers fully NUMBER@1 % of LOCATION@1's area, all in the Southern part of LOCATION@1.",LOCATION@2 is the longest river in LOCATION@1 .,0.925102942457823,5158,0.8083944855449355
"Upon taking office , PERSON@1 cited anti-corruption , power and electoral reform as likely focuses of his administration .","Upon taking office, PERSON@1 mentioned anti-corruption, power and electoral reform as likely focuses of his administration.","Upon taking office , PERSON@1 cited anti-corruption , power and electoral reform were what he wanted to focus on as President .",0.9604819416999817,5159,0.9604129791259766
'' Brain damage '' or '' brain injury '' -LRB- BI -RRB- is the destruction or degeneration of brain cells .,'' Brain damage '' or '' brain injury '' -LRB- BI -RRB- is the destruction or loss of brain cells.,"Brain damage is damage to the brain from either illnesses or injuries . Brain cells are damaged , which often affects one 's brain in a way that stops the brain from thinking or reacting the same way as it did before the brain was damaged .",0.8852727402036435,5160,0.7827037383462782
It is administratively subdivided into 16 Union Councils .,It is divided into 16 Union Councils.,It is administratively subdivided into 16 Union Councils of Pakistan .,0.5846690987718517,5161,0.6218389683756336
Scoop lift dropped into an inverted DDT -- 2008 -- 2009,Scoop lift dropped into an inverted DDT -- 2008 -- 2009,Scoop lift dropped into an inverted DDT -- WWE,1.0,5162,0.8988779187202454
PERSON@1 as Jaq\/The Grand Duke\/The Bishop,PERSON@1 as Jaq/The Grand Duke/The Bishop,PERSON@1 as Jaq\/Grand Duke\/Bishop,0.8904931947242383,5163,0.904924004576927
Omit the country if it does not differ from that specified at the field '' origin '' .,Omit the country if it does not differ from that specified at the field '' origin ''.,Omit the country if it does not differ from that specified at the field '' Origin '' .,0.9665374631105467,5164,0.9735110610030419
"La fanciulla del West -LRB- The Girl of the Golden West -RRB- is an opera in three acts by Giacomo Puccini to an Italian libretto by Guelfo Civinini and Carlo Zangarini , based on the play The Girl of the Golden West by David Belasco .","La fanciulla del West -LRB- The Girl of the Golden West -RRB- is an opera in three acts by Giacomo Puccini to an Italian libretto by Guelfo Civinini and Carlo Zangarini, based on the play The Girl of the Golden West by David Belasco.","La fanciulla del West , meaning The Girl of the Golden West , is an opera by Puccini .",0.9774835211165408,5165,0.8299375374266442
