source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
simplify: The client has been part of ORGANIZATION@1 's Windows Live set of online services since NUMBER@1 . It connects to ORGANIZATION@1 's .,"[""The client is part of ORGANIZATION@1's Windows Live set of online services since NUMBER@1 and connects to ORGANIZATION@1.""]",It is made by the Windows Live section of ORGANIZATION@1 .,6000,0.771187871
"simplify: The West Wing took a large ratings hit with the move , which put it up against ABC 's Top 20 hit Extreme Makeover : Home Edition , and CBS ' Top 30 hit Cold Case in its timeslot .","[""The West Wing took a large ratings hit with the move, which put it up against ABC's Top 20 hit Extreme Makeover : Home Edition, and CBS'Top 30 hit Cold Case in its timeslot.""]","It had suffered a significant ratings fall after being placed in the same timeslot as ABC 's Top 20 hit Extreme Makeover : Home Edition , and CBS ' Top 30 hit Cold Case .",6001,0.895718425
"simplify: Karyotypes can be used for many purposes ; such as , to study chromosomal aberrations , cellular function , taxonomic relationships , and to gather information about past evolutionary events .","['Karyotypes can be used for many purposes ; such as, to study chromosomal differences, cellular function, taxonomic relationships, and to gather information about past evolutionary events.']","Karyotypes may be studied to gather information about past evolutionary events , such as polyploidy .",6002,0.871391134
"simplify: The Dallas Stars finished first in regular season play , and won the Stanley Cup championship over the Buffalo Sabres in a controversial fashion on a disputed overtime goal by Brett Hull .","['The Dallas Stars finished first in regular season play, and won the Stanley Cup championship over the Buffalo Sabres.']","The Dallas Stars finished first in regular season play , and won the Stanley Cup Championship over the Buffalo Sabres in a disputed fashion on a disputed overtime goal by Brett Hull .",6003,0.598230518
simplify: July 2 & ndash ; The first elevated railroad in the United States begins service in New York .,['The first elevated railroad in the United States begins service in New York.'],April 6 - Wilbur Wright,6004,0.70375525
simplify: Property damage from Charley in the United States was estimated by the NHC to be $ 15.0 billion -LRB- 2004 USD -RRB- .,['Property damage from Charley in the United States was estimated by the NHC to be $ 15.0 billion.'],"In the United States , Charley caused ten deaths and $ 15.4 billion in damage -LRB- 2004 USD -RRB- .",6005,0.768009666
simplify: The industrial city of Ranchi is its capital .,['The capital of Ranchi is.'],Ranchi is the capital city of Jharkhand .,6006,0.474429159
"simplify: PERSON@1 -LRB- born NUMBER@1 March NUMBER@2 in LOCATION@1 , LOCATION@2 , LOCATION@3 -RRB- is a former Japanese football player .",['PERSON@1 -LRB- born NUMBER@1 March NUMBER@2 -RRB- is a former Japanese football player.'],"PERSON@1 -LRB- born NUMBER@1 March , NUMBER@2 -RRB- is a former Japanese football player .",6007,0.586504957
"simplify: Stalactites and stalagmites can also form on concrete ceilings and floors , although they form much more rapidly there than in the natural cave environment .",['They can also form on concrete ceilings and floors.'],"Stalactites and stalagmites can also form on concrete ceilings and floors , but they form much more rapidly there than in the natural cave environment .",6008,0.322480145
"simplify: This was the reason why the Pinnacle point man moved to the shores , where he could eat marine creatures like shellfish , whale and seal .","['This was the reason why the Pinnacle point man moved to the shores, where he could eat marine creatures like shellfish, whale and seal.']",This was the reason why the Pinnacle point man moved to the shores .,6009,0.91157502
simplify: I need thy presence every passing hour .,['I need thy presence every hour.'],I need Thy presence every passing hour .,6010,0.67484622
"simplify: As of the 2000 census , the city 's population was 589 .","['As of the 2000 census, the population is 589.']",Brooksville is a city of Kentucky in the United States .,6011,0.689840157
simplify: Curciat-Dongalon is a commune in the Ain department in eastern LOCATION@1 .,['Curciat-Dongalon is a commune.'],Curciat-Dongalon is a commune .,6012,0.315379047
"simplify: For Wikipedia 's policy on page protection , see .","[""For Wikipedia's policy on page protection, see.""]",Other tasks include the integration and categorisation of portals .,6013,0.74814074
"simplify: With no other methods of rescue available , the President is reminded of the existence of a top-secret military space shuttle .","['With no other means of rescue available, the President is reminded of the existence of a top-secret military space shuttle.']","With no other methods of rescue available , the president is reminded of the existence of a top-secret military space shuttle .",6014,0.901187575
"simplify: Oda Nobuhide , Japanese warlord -LRB- d. 1551 -RRB-",['Oda Nobuhide -LRB- died 1551 -RRB-'],"Oda Nobuhide , Japanese warlord -LRB- died 1551 -RRB-",6015,0.616343029
"simplify: Throughout most of the film , his only true friend , aside from his mother , is the mouse , Timothy -- a relationship parodying the stereotypical animosity between mice and elephants .","['Throughout most of the film, his only true friend aside from his mother is the mouse, Timothy -LRB- a relationship parodying the stereotypical animosity between mice and elephants.']","Throughout most of the movie , his only true friend aside from his mother is the mouse Timothy , making fun of the stereotype between mice and elephants .",6016,0.837586536
simplify: The Epic of Gilgamesh is an epic poem from Ancient LOCATION@1 and is among the earliest known works of literary writings .,['The Epic of Gilgamesh is an epic poem from Ancient LOCATION@1. It is among the earliest known works of literary writing.'],The Epic of Gilgamesh is an epic poem from ancient LOCATION@1 and is one of the earliest works of literary fiction ever known .,6017,0.864282922
"simplify: The songs are usually used to advance the plot or develop the film 's characters , but some musical films -LRB- e.g.Down Argentine Way -RRB- simply plop the songs in as unrelated '' specialties '' - as with PERSON@1 's numbers .","[""The songs are usually used to advance the plot or develop the movie's characters, but some musical films -LRB- e.g.Down Argentine Way -RRB- simply plop the songs in as unrelated '' specialties '' -LRB- as with PERSON@1's numbers -RRB-.""]",The songs are used to advance the plot or develop the movie 's characters .,6018,0.975940883
"simplify: Other sound designers picked up on the effect , and inclusion of the sound in films became a tradition among the community of sound designers .","['Other sound designers picked up on the effect, and inclusion of the sound in films became a tradition among the community of sound designers.']","Other sound designers picked up on the effect , and use moof the sound in movies became a tradition in the community of sound designers .",6019,0.9179958
simplify: The boundary between the illuminated and unilluminated hemispheres is called the terminator .,['The boundary between the illuminated and un-illuminated hemispheres is called the terminator.'],A lunar phase is a '' transformation '' that the moon goes through .,6020,0.923488784
"simplify: Three is the first odd prime number , PERSON@1 , The Kingdom of Infinite Number .","['Three is the first odd prime number, The Kingdom of Infinite Number.']",It is the first odd prime .,6021,0.762403022
"simplify: Low-risk disease is most common in infants and good outcomes are common with observation only or surgery , whereas high-risk disease is difficult to treat successfully even with the most intensive multi-modal therapies available .",['High-risk disease is most common in infants and good outcomes are often with observation only or surgery.'],Low-risk disease is most common in infants and good outcomes are common with observation only or surgery . High-risk disease is difficult to treat successfully even with the most intensive multi-modal therapies available .,6022,0.445888552
"simplify: After the Iroquoian-speaking peoples coalesced as distinct tribes , based mostly in present-day central and upstate New York , in the 16th century or earlier they came together in an association known today as the Iroquois League , or the '' League of Peace and Power '' .","[""After the Iroquoian-speaking peoples joined as distinct tribes, based mostly in present-day central and upstate New York, in the 16th century or earlier they came together in an association known today as the Iroquois League, or the '' League of Peace and Power ''.""]","After the people who spoke Iroquoian came together as different tribes , which were mostly in what is now central and upstate New York , in the 16th century or earlier they came together in an group known today as the Iroquois League , or the '' League of Peace and Power '' .",6023,0.919261886
"simplify: The A71 , which connects Edinburgh and Kilmarnock passes through the town .","['The A71, which connects Edinburgh and Kilmarnock passes through the town.']",Strathaven Tennis Club,6024,0.882602227
"simplify: may NUMBER@1 is Towel Day , in tribute to PERSON@1 , author of The Hitchhiker 's Guide to the Galaxy .","[""NUMBER@1 is Towel Day, in tribute to PERSON@1, author of The Hitchhiker's Guide to the Galaxy.""]","In the LOCATION@1 , Memorial Day , a public holiday , is on May 30th , but is observed on the last Monday in May .",6025,0.82141827
simplify: Airport Extreme Base Stations do not support NTFS or exFAT volumes . An AirPort Disk is essentially a hard disk connected to an Airport Extreme Base Station or Time Capsule -LRB- though Airport Express does not support it -RRB- .,['An AirPort Disk is a hard disk connected to an Airport Extreme Base Station or Time Capsule -LRB- though Airport Express does not support it -RRB-.'],"Both the AirPort and the AirPort Extreme can both mean the protocol , the expansion card or the base station .",6026,0.539865114
